;;Шапака документа;;;Расходы;;;;;;;;Справочник курс валют;;;;;;;;;;;;;;;;
65;Колодки;T2115122L;TOKO;CN;8708309198;100;3,90;170,00;10,00%;ПД;5,5268;5,5268;121,5100;145,5415;390,0000;;0,77%;0,65%;411,2321;21,3226;10 107,0797;10 539,6344;250,7513;73,0758;84,4300;1 010,7080;2 223,5575;1 053,9634;2 318,7196
66;Колодки;T2115129L;TOKO;CN;8708309198;60;5,18;120,00;10,00%;ПД;7,2943;7,2943;160,3234;192,1048;310,8000;;0,55%;0,52%;290,2815;16,9925;8 054,5651;8 361,8390;177,0009;58,2358;67,2842;805,4565;1 772,0043;836,1839;1 839,6046
67;Колодки;T2116013L;TOKO;CN;8708309198;80;3,89;136,00;10,00%;ПД;5,5134;5,5134;121,2165;145,1887;311,2000;;0,62%;0,52%;328,9857;17,0143;8 064,9313;8 410,9313;200,6010;58,3107;67,3708;806,4931;1 774,2849;841,0931;1 850,4049
68;Колодки;T2119006L;TOKO;CN;8708309198;100;3,05;90,00;10,00%;ПД;4,2449;4,2449;93,2507;111,8160;305,0000;;0,41%;0,51%;217,7111;16,6753;7 904,2546;8 138,6411;132,7507;57,1490;66,0286;790,4255;1 738,9360;813,8641;1 790,5010
69;Колодки;T2132026L;TOKO;CN;8708309198;100;3,87;150,00;10,00%;ПД;5,4506;5,4506;119,8022;143,5494;387,0000;;0,68%;0,65%;362,8519;21,1586;10 029,3329;10 413,3434;221,2511;72,5136;83,7805;1 002,9333;2 206,4532;1 041,3343;2 290,9355
70;Колодки;T2133047L;TOKO;CN;8708309198;50;5,68;85,00;10,00%;ПД;7,9095;7,9095;173,7594;208,3462;284,0000;;0,39%;0,47%;205,6161;15,5272;7 360,0273;7 581,1705;125,3756;53,2141;61,4823;736,0027;1 619,2060;758,1171;1 667,8575
71;Колодки;T2134005L;TOKO;CN;8708309198;50;3,60;70,00;10,00%;ПД;5,0712;5,0712;111,4632;133,5560;180,0000;;0,32%;0,30%;169,3309;9,8412;4 664,8060;4 843,9781;103,2505;33,7273;38,9677;466,4806;1 026,2573;484,3978;1 065,6752
72;Колодки;T2134009L;TOKO;CN;8708309198;50;4,52;90,00;10,00%;ПД;6,3748;6,3748;140,1228;167,8841;226,0000;;0,41%;0,38%;217,7111;12,3562;5 856,9231;6 086,9904;132,7507;42,3465;48,9261;585,6923;1 288,5231;608,6990;1 339,1379
73;Колодки;T2142018L;TOKO;CN;8708309198;80;3,97;140,00;10,00%;ПД;5,6295;5,6295;123,7715;148,2447;317,6000;;0,64%;0,53%;338,6617;17,3642;8 230,7911;8 586,8170;206,5011;59,5099;68,7563;823,0791;1 810,7740;858,6817;1 889,0997
74;Колодки;T2142046L;TOKO;CN;8708309198;60;4,80;138,00;10,00%;ПД;6,8397;6,8397;150,4098;180,0975;288,0000;;0,63%;0,48%;333,8237;15,7459;7 463,6896;7 813,2592;203,5510;53,9636;62,3483;746,3690;1 642,0117;781,3259;1 718,9170
75;Колодки;T2143020L;TOKO;CN;8708309198;50;3,46;65,00;10,00%;ПД;4,8658;4,8658;106,9401;128,1495;173,0000;;0,30%;0,29%;157,2358;9,4585;4 483,3969;4 650,0912;95,8755;32,4157;37,4523;448,3397;986,3473;465,0091;1 023,0201
76;Колодки;T2146012L;TOKO;CN;8708309198;60;3,41;66,00;10,00%;ПД;4,7628;4,7628;104,6452;125,4517;204,6000;;0,30%;0,34%;159,6548;11,1862;5 302,3295;5 473,1705;97,3505;38,3367;44,2933;530,2330;1 166,5125;547,3170;1 204,0975
77;Колодки;T2146034L;TOKO;CN;8708309198;50;4,55;85,00;10,00%;ПД;6,3969;6,3969;140,5898;168,4758;227,5000;;0,39%;0,38%;205,6161;12,4382;5 895,7965;6 113,8507;125,3756;42,6275;49,2508;589,5796;1 297,0752;611,3851;1 345,0472
78;Колодки;T2146037L;TOKO;CN;8708309198;80;3,82;120,00;10,00%;ПД;5,3837;5,3837;118,3345;141,7852;305,6000;;0,55%;0,51%;290,2815;16,7082;7 919,8040;8 226,7936;177,0009;57,2614;66,1585;791,9804;1 742,3569;822,6794;1 809,8946
79;Колодки;T2152025L;TOKO;CN;8708309198;60;4,77;114,00;10,00%;ПД;6,7274;6,7274;147,8748;177,1718;286,2000;;0,52%;0,48%;275,7674;15,6475;7 417,0416;7 708,4565;168,1509;53,6264;61,9586;741,7042;1 631,7491;770,8456;1 695,8604
80;Колодки;T2152045L;TOKO;CN;8708309198;60;6,26;120,00;10,00%;ПД;8,7399;8,7399;192,0252;230,2110;375,6000;;0,55%;0,63%;290,2815;20,5353;9 733,8952;10 044,7120;177,0009;70,3776;81,3126;973,3895;2 141,4570;1 004,4712;2 209,8366
81;Колодки;T2152056L;TOKO;CN;8708309198;60;3,90;90,00;10,00%;ПД;5,4908;5,4908;120,6828;144,6079;234,0000;;0,41%;0,39%;217,7111;12,7935;6 064,2478;6 294,7525;132,7507;43,8455;50,6580;606,4248;1 334,1345;629,4752;1 384,8455
82;Колодки;T2176007L;TOKO;CN;8708309198;50;3,82;67,50;10,00%;ПД;5,3567;5,3567;117,7141;141,0850;191,0000;;0,31%;0,32%;163,2833;10,4426;4 949,8775;5 123,6034;99,5630;35,7884;41,3490;494,9877;1 088,9730;512,3603;1 127,1928
83;Колодки;T2202013L;TOKO;CN;8708309198;50;2,89;37,50;10,00%;ПД;4,0037;4,0037;87,9338;105,4704;144,5000;;0,17%;0,24%;90,7130;7,9003;3 744,8026;3 843,4159;55,3128;27,0755;31,2824;374,4803;823,8566;384,3416;845,5515
84;Колодки;T2204006L;TOKO;CN;8708309198;60;2,72;39,00;10,00%;ПД;3,7581;3,7581;82,5301;99,0054;163,2000;;0,18%;0,27%;94,3415;8,9227;4 229,4241;4 332,6883;57,5253;30,5794;35,3307;422,9424;930,4733;433,2688;953,1914
85;Колодки;T2204028L;TOKO;CN;8708309198;50;3,07;55,00;10,00%;ПД;4,3077;4,3077;94,6650;113,4553;153,5000;;0,25%;0,26%;133,0457;8,3923;3 978,0429;4 119,4809;81,1254;28,7619;33,2308;397,8043;875,1694;411,9481;906,2858
86;Колодки;T2211011L;TOKO;CN;8708309198;100;3,42;80,00;10,00%;ПД;4,7221;4,7221;103,6980;124,4041;342,0000;;0,36%;0,57%;193,5210;18,6983;8 863,1314;9 075,3507;118,0006;64,0818;74,0386;886,3131;1 949,8889;907,5351;1 996,5772
87;Колодки;T2211014L;TOKO;CN;8708309198;50;3,05;40,00;10,00%;ПД;4,2268;4,2268;92,8371;111,3492;152,5000;;0,18%;0,25%;96,7605;8,3377;3 952,1273;4 057,2255;59,0003;28,5745;33,0143;395,2127;869,4680;405,7225;892,5896
88;Колодки;T2211029L;TOKO;CN;8708309198;60;3,37;54,00;10,00%;ПД;4,6732;4,6732;102,6439;123,1067;202,2000;;0,25%;0,34%;130,6267;11,0549;5 240,1321;5 381,8137;79,6504;37,8870;43,7737;524,0132;1 152,8291;538,1814;1 183,9990
89;Колодки;T2211031L;TOKO;CN;8708309198;70;2,88;52,50;10,00%;ПД;3,9903;3,9903;87,6402;105,1176;201,6000;;0,24%;0,34%;126,9982;11,0221;5 224,5827;5 362,6030;77,4379;37,7745;43,6438;522,4583;1 149,4082;536,2603;1 179,7727
90;Колодки;T2212002L;TOKO;CN;8708309198;200;2,80;150,00;10,00%;ПД;3,8832;3,8832;85,2919;102,2949;560,0000;;0,68%;0,94%;362,8519;30,6170;14 512,7298;14 906,1987;221,2511;104,9293;121,2328;1 451,2730;3 192,8006;1 490,6199;3 279,3637
91;Колодки;T2212004L;TOKO;CN;8708309198;80;3,29;68,00;10,00%;ПД;4,5571;4,5571;100,0888;120,0507;263,2000;;0,31%;0,44%;164,4928;14,3900;6 820,9830;6 999,8659;100,3005;49,3168;56,9794;682,0983;1 500,6163;699,9866;1 539,9705
92;Колодки;T2212019L;TOKO;CN;8708309198;80;2,98;68,00;10,00%;ПД;4,1421;4,1421;90,9892;109,1128;238,4000;;0,31%;0,40%;164,4928;13,0341;6 178,2764;6 355,8034;100,3005;44,6699;51,6105;617,8276;1 359,2208;635,5803;1 398,2767
93;Колодки;T2213009L;TOKO;CN;8708309198;100;2,87;75,00;10,00%;ПД;3,9769;3,9769;87,3467;104,7648;287,0000;;0,34%;0,48%;181,4259;15,6912;7 437,7740;7 634,8912;110,6256;53,7763;62,1318;743,7774;1 636,3103;763,4891;1 679,6761
94;Колодки;T2215005L;TOKO;CN;8708309198;60;2,63;45,00;10,00%;ПД;3,6556;3,6556;80,3018;96,2967;157,8000;;0,21%;0,26%;108,8556;8,6274;4 089,4799;4 206,9629;66,3753;29,5676;34,1617;408,9480;899,6856;420,6963;925,5318
95;Колодки;T2215017L;TOKO;CN;8708309198;70;2,95;70,00;10,00%;ПД;4,1290;4,1290;90,7290;108,7545;206,5000;;0,32%;0,35%;169,3309;11,2900;5 351,5691;5 532,1900;103,2505;38,6927;44,7046;535,1569;1 177,3452;553,2190;1 217,0818
96;Колодки;T2215027L;TOKO;CN;8708309198;100;2,76;65,00;10,00%;ПД;3,8116;3,8116;83,7042;100,4168;276,0000;;0,30%;0,46%;157,2358;15,0898;7 152,7026;7 325,0282;95,8755;51,7152;59,7504;715,2703;1 573,5946;732,5028;1 611,5062
97;Колодки;T2215030L;TOKO;CN;8708309198;120;2,64;78,00;10,00%;ПД;3,6510;3,6510;80,1818;96,1828;316,8000;;0,36%;0,53%;188,6830;17,3205;8 210,0586;8 416,0621;115,0506;59,3600;68,5831;821,0059;1 806,2129;841,6062;1 851,5337
98;Колодки;T2215031L;TOKO;CN;8708309198;120;3,04;108,00;10,00%;ПД;4,2315;4,2315;92,9572;111,4632;364,8000;;0,49%;0,61%;261,2533;19,9448;9 454,0069;9 735,2050;159,3008;68,3539;78,9745;945,4007;2 079,8815;973,5205;2 141,7451
99;Колодки;T2215036L;TOKO;CN;8708309198;60;3,12;45,00;10,00%;ПД;4,3115;4,3115;94,6851;113,5857;187,2000;;0,21%;0,31%;108,8556;10,2348;4 851,3983;4 970,4887;66,3753;35,0764;40,5264;485,1398;1 067,3076;497,0489;1 093,5075
100;Колодки;T2215039L;TOKO;CN;8708309198;80;2,92;80,00;10,00%;ПД;4,0889;4,0889;89,8484;107,6960;233,6000;;0,36%;0,39%;193,5210;12,7717;6 053,8816;6 260,1743;118,0006;43,7705;50,5714;605,3882;1 331,8539;626,0174;1 377,2383
101;Колодки;T2216026L;TOKO;CN;8708309198;100;3,19;70,00;10,00%;ПД;4,3962;4,3962;96,5330;115,8221;319,0000;;0,32%;0,53%;169,3309;17,4408;8 267,0729;8 453,8445;103,2505;59,7722;69,0594;826,7073;1 818,7560;845,3845;1 859,8458
102;Колодки;T2218001L;TOKO;CN;8708309198;100;3,09;90,00;10,00%;ПД;4,2984;4,2984;94,4249;113,2274;309,0000;;0,41%;0,52%;217,7111;16,8940;8 007,9170;8 242,5222;132,7507;57,8985;66,8945;800,7917;1 761,7417;824,2522;1 813,3549
103;Колодки;T2235017L;TOKO;CN;8708309198;60;3,01;45,00;10,00%;ПД;4,1643;4,1643;91,4562;109,7045;180,6000;;0,21%;0,30%;108,8556;9,8740;4 680,3554;4 799,0849;66,3753;33,8397;39,0976;468,0355;1 029,6782;479,9085;1 055,7987
104;Колодки;T2236008L;TOKO;CN;8708309198;50;3,86;70,00;10,00%;ПД;5,4192;5,4192;119,0951;142,7297;193,0000;;0,32%;0,32%;169,3309;10,5519;5 001,7087;5 181,5915;103,2505;36,1631;41,7820;500,1709;1 100,3759;518,1591;1 139,9501
105;Колодки;T2243010L;TOKO;CN;8708309198;50;2,85;37,50;10,00%;ПД;3,9501;3,9501;86,7596;104,0591;142,5000;;0,17%;0,24%;90,7130;7,7909;3 692,9714;3 791,4753;55,3128;26,7008;30,8494;369,2971;812,4537;379,1475;834,1246
106;Колодки;T2243011L;TOKO;CN;8708309198;60;3,57;60,00;10,00%;ПД;4,9589;4,9589;108,9282;130,6303;214,2000;;0,27%;0,36%;145,1407;11,7110;5 551,1192;5 707,9709;88,5005;40,1355;46,3715;555,1119;1 221,2462;570,7971;1 255,7536
107;Колодки;T2252034L;TOKO;CN;8708309198;80;2,95;84,00;10,00%;ПД;4,1380;4,1380;90,9358;108,9879;236,0000;;0,38%;0,39%;203,1970;12,9029;6 116,0790;6 332,1789;123,9006;44,2202;51,0910;611,6079;1 345,5374;633,2179;1 393,0794
108;Диски;T2303030;TOKO;CN;8708309198;50;9,57;323,59;10,00%;ПД;13,9766;13,9766;307,6806;367,8743;478,5000;;1,47%;0,80%;782,7682;26,1612;12 400,6093;13 209,5387;477,2977;89,6583;103,5891;1 240,0609;2 728,1341;1 320,9539;2 906,0985
109;Диски;T2315130;TOKO;CN;8708309198;57;7,30;404,97;10,00%;ПД;11,0521;11,0521;243,6657;290,7353;416,1000;;1,85%;0,70%;979,6275;22,7495;10 783,4766;11 785,8536;597,3338;77,9662;90,0803;1 078,3477;2 372,3648;1 178,5854;2 592,8878
110;Диски;T2315143;TOKO;CN;8708309198;50;10,70;451,50;10,00%;ПД;15,9502;15,9502;351,4306;419,6866;535,0000;;2,06%;0,89%;1092,1841;29,2502;13 864,8401;14 986,2744;665,9659;100,2450;115,8206;1 386,4840;3 050,2648;1 498,6274;3 296,9804
111;Диски;T2403008;TOKO;CN;8708309198;50;5,26;302,79;10,00%;ПД;8,1324;8,1324;179,4461;213,8604;263,0000;;1,38%;0,44%;732,4528;14,3791;6 815,7999;7 562,6317;446,6175;49,2793;56,9361;681,5800;1 499,4760;756,2632;1 663,7790
112;Диски;T2403043;TOKO;CN;8708309198;50;4,87;181,08;10,00%;ПД;7,1716;7,1716;157,9306;188,7367;243,5000;;0,83%;0,41%;438,0348;13,3129;6 310,4459;6 761,7936;267,0944;45,6255;52,7146;631,0446;1 388,2981;676,1794;1 487,5946
113;Диски;T2415052;TOKO;CN;8708309198;55;5,99;291,66;10,00%;ПД;8,9738;8,9738;197,7603;236,1028;329,4500;;1,33%;0,55%;705,5292;18,0121;8 537,8908;9 261,4321;430,2007;61,7303;71,3217;853,7891;1 878,3360;926,1432;2 037,5151
114;Диски;T2415054;TOKO;CN;8708309198;68;3,90;246,27;10,00%;ПД;5,8732;5,8732;129,4577;154,5118;265,2000;;1,12%;0,44%;595,7302;14,4994;6 872,8142;7 483,0437;363,2501;49,6915;57,4124;687,2814;1 512,0191;748,3044;1 646,2696
115;Диски;T2415089;TOKO;CN;8708309198;50;7,70;263,62;10,00%;ПД;11,2573;11,2573;247,8287;296,2952;385,0000;;1,20%;0,64%;637,7000;21,0492;9 977,5018;10 636,2510;388,8415;72,1389;83,3475;997,7502;2 195,0504;1 063,6251;2 339,9752
116;Диски;T2416007;TOKO;CN;8708309198;50;6,19;333,85;10,00%;ПД;9,4892;9,4892;209,3142;249,5739;309,5000;;1,52%;0,52%;807,5873;16,9214;8 020,8748;8 845,3835;492,4313;57,9922;67,0028;802,0875;1 764,5925;884,5383;1 945,9844
117;Диски;T2416018;TOKO;CN;8708309198;50;5,89;263,61;10,00%;ПД;8,8344;8,8344;194,6980;232,4311;294,5000;;1,20%;0,49%;637,6759;16,1013;7 632,1410;8 285,9181;388,8267;55,1816;63,7554;763,2141;1 679,0710;828,5918;1 822,9020
118;Диски;T2452011;TOKO;CN;8708309198;55;4,99;199,19;10,00%;ПД;7,3322;7,3322;161,4531;192,9709;274,4500;;0,91%;0,46%;481,8431;15,0051;7 112,5334;7 609,3816;293,8068;51,4247;59,4149;711,2533;1 564,7573;760,9382;1 674,0639
119;Диски;T2452012;TOKO;CN;8708309198;50;4,40;181,08;10,00%;ПД;6,5425;6,5425;144,1344;172,1535;220,0000;;0,83%;0,37%;438,0348;12,0281;5 701,4296;6 151,4925;267,0944;41,2222;47,6272;570,1430;1 254,3145;615,1492;1 353,3283
120;Диски;T2452019;TOKO;CN;8708309198;50;8,20;333,86;10,00%;ПД;12,1798;12,1798;268,3157;320,4947;410,0000;;1,52%;0,69%;807,6115;22,4160;10 625,3915;11 455,4190;492,4460;76,8232;88,7597;1 062,5391;2 337,5861;1 145,5419;2 520,1922
121;Диски;T2476003;TOKO;CN;8708309198;50;6,60;285,27;10,00%;ПД;9,8629;9,8629;217,3307;259,5046;330,0000;;1,30%;0,55%;690,0717;18,0422;8 552,1444;9 260,2582;420,7754;61,8333;71,4407;855,2144;1 881,4718;926,0258;2 037,2568
122;Накладки;T2503011;TOKO;CN;8708309998;50;6,84;167,50;10,00%;ПД;9,7596;9,7596;214,6338;256,9774;342,0000;;0,76%;0,57%;405,1846;18,6983;8 863,1314;9 287,0143;247,0638;64,0818;74,0386;886,3131;1 949,8889;928,7014;2 043,1431
123;Накладки;T2503038;TOKO;CN;8708309998;50;3,99;65,00;10,00%;ПД;5,5752;5,5752;122,4975;146,8498;199,5000;;0,30%;0,33%;157,2358;10,9073;5 170,1600;5 338,3031;95,8755;37,3811;43,1892;517,0160;1 137,4352;533,8303;1 174,4267
124;Накладки;T2503040;TOKO;CN;8708309998;120;2,94;156,00;10,00%;ПД;4,1697;4,1697;91,6762;109,8021;352,8000;;0,71%;0,59%;377,3659;19,2887;9 143,0198;9 539,6745;230,1012;66,1055;76,3766;914,3020;2 011,4644;953,9674;2 098,7284
125;Накладки;T2504018;TOKO;CN;8708309998;50;5,47;135,00;10,00%;ПД;7,8086;7,8086;171,7310;205,6047;273,5000;;0,62%;0,46%;326,5667;14,9531;7 087,9136;7 429,4334;199,1260;51,2467;59,2092;708,7914;1 559,3410;742,9433;1 634,4753
126;Накладки;T2512049;TOKO;CN;8708309998;50;4,11;65,00;10,00%;ПД;5,7358;5,7358;126,0199;151,0838;205,5000;;0,30%;0,34%;157,2358;11,2354;5 325,6535;5 494,1247;95,8755;38,5053;44,4881;532,5654;1 171,6438;549,4125;1 208,7074
127;Накладки;T2513034;TOKO;CN;8708309998;50;4,21;45,00;10,00%;ПД;5,7976;5,7976;127,3009;152,7449;210,5000;;0,21%;0,35%;108,8556;11,5087;5 455,2315;5 575,5958;66,3753;39,4422;45,5705;545,5231;1 200,1509;557,5596;1 226,6311
128;Накладки;T2514061;TOKO;CN;8708309998;250;3,29;275,00;10,00%;ПД;4,6022;4,6022;101,1228;121,2177;822,5000;;1,25%;1,37%;665,2284;44,9688;21 315,5720;22 025,7691;405,6271;154,1149;178,0606;2 131,5572;4 689,4258;2 202,5769;4 845,6692
129;Накладки;T2514062;TOKO;CN;8708309998;250;3,35;225,00;10,00%;ПД;4,6464;4,6464;102,0568;122,4011;837,5000;;1,03%;1,40%;544,2778;45,7889;21 704,3058;22 294,3724;331,8767;156,9255;181,3079;2 170,4306;4 774,9473;2 229,4372;4 904,7619
130;Накладки;T2514072;TOKO;CN;8708309998;50;3,48;45,00;10,00%;ПД;4,8204;4,8204;105,8728;126,9879;174,0000;;0,21%;0,29%;108,8556;9,5131;4 509,3125;4 627,6812;66,3753;32,6030;37,6688;450,9312;992,0487;462,7681;1 018,0899
131;Накладки;T2515060;TOKO;CN;8708309998;50;4,39;65,00;10,00%;ПД;6,1106;6,1106;134,2389;160,9632;219,5000;;0,30%;0,37%;157,2358;12,0008;5 688,4718;5 857,7084;95,8755;41,1285;47,5189;568,8472;1 251,4638;585,7708;1 288,6958
132;Накладки;T2515061;TOKO;CN;8708309998;50;4,87;90,00;10,00%;ПД;6,8433;6,8433;150,3966;180,2333;243,5000;;0,41%;0,41%;217,7111;13,3129;6 310,4459;6 541,4700;132,7507;45,6255;52,7146;631,0446;1 388,2981;654,1470;1 439,1234
133;Накладки;T2515072;TOKO;CN;8708309998;100;6,16;290,00;10,00%;ПД;8,7683;8,7683;192,8122;230,8840;616,0000;;1,32%;1,03%;701,5136;33,6787;15 964,0028;16 699,1952;427,7522;115,4222;133,3560;1 596,4003;3 512,0806;1 669,9195;3 673,8229
134;Амортик;AF0004;LOVBY;CN;8708803598;147;6,16;323,40;5,00%;ПД;8,2592;8,2592;181,6521;217,6984;905,5200;;1,47%;1,51%;782,3086;49,5077;23 467,0842;24 298,9005;477,0174;169,6707;196,0334;1 173,3542;4 928,0877;1 214,9450;5 102,7691
135;Амортик;AF5003;LOVBY;CN;8708803598;797;5,77;1 753,40;5,00%;ПД;7,7606;7,7606;170,7106;204,5455;4 598,6900;;7,99%;7,69%;4241,4963;251,4254;119 177,7600;123 670,6818;2 586,2783;861,6738;995,5570;5 958,8880;25 027,3296;6 183,5341;25 970,8432
136;Амортик;AR3022;LOVBY;CN;8708803598;149;4,92;208,60;5,00%;ПД;6,5343;6,5343;143,6519;172,2606;733,0800;;0,95%;1,23%;504,6060;40,0799;18 998,2000;19 542,8859;307,6866;137,3600;158,7024;949,9100;3 989,6220;977,1443;4 104,0060
137;Амортик;AR5007;LOVBY;CN;8708803598;382;4,96;534,80;5,00%;ПД;6,5854;6,5854;144,7741;173,6096;1 894,7200;;2,44%;3,17%;1293,6878;103,5905;49 102,7848;50 500,0632;788,8340;355,0208;410,1824;2 455,1392;10 311,5848;2 525,0032;10 605,0133
